Stages_Data,,,,,,,
English,,,,,,,
Time,Miles,MPH,Watts,HR,RPM,Resistance,Relative Resistance
2:26,0.5841,15.25,46,0,89,9,38
2:27,0.5872,15.25,46,0,89,9,38
2:28,0.5915,15.25,46,0,89,9,38
2:29,0.5965,15.25,46,0,88,9,38
2:30,0.5996,15.07,46,0,88,9,38
2:31,0.604,15.07,46,0,88,9,38
2:32,0.6083,15.07,46,0,89,9,38
2:33,0.6133,15.25,46,0,89,9,38
2:34,0.6164,15.25,46,0,89,9,38
2:35,0.6207,15.25,46,0,89,9,38
2:36,0.6251,15.42,47,0,90,9,38
2:37,0.6294,15.42,47,0,90,9,38
2:38,0.6332,15.42,47,0,90,9,38
2:39,0.6375,15.42,47,0,90,9,38
2:40,0.6425,15.42,47,0,90,9,38
2:41,0.6456,15.42,47,0,90,9,38
2:42,0.65,15.25,46,0,89,9,38
2:43,0.6549,15.25,46,0,89,9,38
2:44,0.6593,15.25,46,0,89,9,38
2:45,0.6624,15.25,46,0,89,9,38
2:46,0.6674,15.25,46,0,89,9,38
2:47,0.6717,15.25,46,0,89,9,38
2:48,0.6748,15.42,47,0,90,9,38
2:49,0.6792,15.42,47,0,90,9,38
2:50,0.6841,15.42,47,0,90,9,38
2:51,0.6891,15.42,47,0,90,9,38
2:52,0.6922,15.42,47,0,90,9,38
2:53,0.6966,15.42,47,0,90,9,38
2:54,0.7015,15.42,47,0,90,9,38
2:55,0.7046,15.42,47,0,90,9,38
2:56,0.7096,15.42,47,0,90,9,38
2:57,0.714,15.42,47,0,90,9,38
2:58,0.7189,15.42,47,0,90,9,38
2:59,0.722,15.42,47,0,90,9,38
3:00,0.7264,15.42,47,0,90,9,38
3:01,0.7307,15.25,46,0,89,9,38
3:02,0.7338,15.25,46,0,89,9,38
3:03,0.7388,15.25,46,0,89,9,38
3:04,0.7432,15.42,47,0,90,9,38
3:05,0.7481,15.42,47,0,90,9,38
3:06,0.7512,15.42,47,0,90,9,38
3:07,0.7556,15.42,48,0,91,9,38
3:08,0.7606,15.58,48,0,91,9,38
3:09,0.7637,15.58,48,0,91,9,38
3:10,0.7686,15.58,48,0,91,9,38
3:11,0.773,15.58,48,0,91,9,38
3:12,0.778,15.58,48,0,91,9,38
3:13,0.7811,15.58,48,0,91,9,38
3:14,0.786,15.58,48,0,91,9,38
3:15,0.791,15.58,48,0,91,9,38
3:16,0.7941,15.58,48,0,91,9,38
3:17,0.7985,15.42,47,0,90,9,38
3:18,0.8034,15.42,48,0,91,9,38
3:19,0.8065,15.58,48,0,91,9,38
3:20,0.8115,15.58,48,0,91,9,38
3:21,0.8159,15.42,47,0,90,9,38
3:22,0.8208,15.42,47,0,90,9,38
3:23,0.8233,15.58,48,0,91,9,38
3:24,0.8283,15.58,48,0,91,9,38
3:25,0.8326,15.76,49,0,92,9,38
3:26,0.8357,15.76,49,0,92,9,38
3:27,0.8407,15.76,49,0,92,9,38
3:28,0.8451,15.76,49,0,92,9,38
3:29,0.8488,15.76,49,0,92,9,38
3:30,0.8531,15.76,49,0,92,9,38
3:31,0.8581,15.76,49,0,92,9,38
3:32,0.8631,15.76,49,0,92,9,38
3:33,0.8668,15.76,49,0,92,9,38
3:34,0.8712,15.76,49,0,92,9,38
3:35,0.8761,15.58,48,0,91,9,38
3:36,0.8792,15.58,48,0,91,9,38
3:37,0.8836,15.58,48,0,91,9,38
3:38,0.8886,15.58,48,0,91,9,38
3:39,0.8917,15.76,49,0,92,9,38
3:40,0.896,15.76,48,0,91,9,38
3:41,0.9004,15.58,48,0,91,9,38
3:42,0.9053,15.58,48,0,91,9,38
3:43,0.9084,15.58,48,0,91,9,38
3:44,0.9134,15.58,48,0,91,9,38
3:45,0.9178,15.58,48,0,91,9,38
3:46,0.9209,15.58,49,0,92,9,38
3:47,0.9258,15.76,49,0,92,9,38
3:48,0.9308,15.76,49,0,92,9,38
3:49,0.9352,15.76,49,0,92,9,38
3:50,0.9389,15.76,49,0,92,9,38
3:51,0.9432,15.76,49,0,92,9,38
3:52,0.9482,15.76,49,0,92,9,38
3:53,0.9513,15.76,49,0,92,9,38
3:54,0.9563,15.76,49,0,92,9,38
3:55,0.9606,15.93,50,0,93,9,38
3:56,0.9644,15.93,50,0,93,9,38
3:57,0.9687,15.93,50,0,93,9,38
3:58,0.9731,15.93,49,0,92,9,38
3:59,0.978,15.76,49,0,92,9,38
4:00,0.9818,15.76,49,0,92,9,38
4:01,0.9867,15.76,49,0,92,9,38
4:02,0.9911,15.76,49,0,92,9,38
4:03,0.9942,15.76,50,0,93,9,38
4:04,0.9992,15.93,50,0,93,9,38
4:05,1.0041,15.93,50,0,93,9,38
4:06,1.0072,15.93,50,0,93,9,38
4:07,1.0122,15.93,50,0,93,9,38
4:08,1.0172,15.93,50,0,93,9,38
4:09,1.0222,15.93,51,0,94,9,38
4:10,1.0253,16.11,50,0,93,9,38
4:11,1.0302,15.93,50,0,93,9,38
4:12,1.0333,15.93,50,0,93,9,38
4:13,1.0383,15.93,50,0,93,9,38
4:14,1.0433,15.93,51,0,94,9,38
4:15,1.0483,16.11,51,0,94,9,38
4:16,1.0514,16.11,51,0,94,9,38
4:17,1.0557,16.11,52,0,95,9,38
4:18,1.0607,16.27,52,0,95,9,38
4:19,1.0644,16.27,51,0,94,9,38
4:20,1.0688,16.11,51,0,94,9,38
4:21,1.0737,16.11,51,0,94,9,38
4:22,1.0787,16.11,52,0,95,9,38
4:23,1.0818,16.27,52,0,95,9,38
4:24,1.0868,16.27,52,0,95,9,38
4:25,1.0917,16.27,51,0,94,9,38
4:26,1.0949,16.11,52,0,95,9,38
4:27,1.0998,16.45,53,0,96,9,38
4:28,1.1048,16.45,53,0,96,9,38
4:29,1.1079,16.45,52,0,95,9,38
4:30,1.1129,16.27,51,0,94,9,38
4:31,1.1178,16.11,51,0,94,9,38
4:32,1.1216,16.11,51,0,94,9,38
4:33,1.1259,16.11,50,0,93,9,38
4:34,1.1309,15.93,50,0,93,9,38
4:35,1.134,15.93,50,0,93,9,38
4:36,1.139,15.93,50,0,93,9,38
4:37,1.1433,16.11,51,0,94,9,38
4:38,1.1483,16.11,51,0,94,9,38
4:39,1.1514,16.11,51,0,94,9,38
4:40,1.1564,16.11,51,0,94,9,38
4:41,1.1613,16.11,51,0,94,9,38
4:42,1.1644,16.27,52,0,95,9,38
4:43,1.1694,16.27,52,0,95,9,38
4:44,1.1744,16.27,52,0,95,9,38
4:45,1.1775,16.11,51,0,94,9,38
4:46,1.1825,16.11,51,0,94,9,38
4:47,1.1874,16.11,51,0,94,9,38
4:48,1.1918,16.11,50,0,93,9,38
4:49,1.1955,15.93,50,0,93,9,38
4:50,1.2005,15.93,50,0,93,9,38
4:51,1.2048,15.76,49,0,92,9,38
4:52,1.2079,15.76,49,0,92,9,38
4:53,1.2129,15.76,49,0,92,9,38
4:54,1.2173,15.76,49,0,92,9,38
4:55,1.221,15.76,49,0,92,9,38
4:56,1.2253,15.93,50,0,93,9,38
4:57,1.2303,15.93,50,0,93,9,38
4:58,1.2353,15.93,50,0,93,9,38
4:59,1.2384,15.93,50,0,93,9,38
5:00,1.244,15.93,63,0,93,10,42
5:01,1.2483,16.6,65,0,94,10,42
5:02,1.2521,16.78,63,0,93,10,42
5:03,1.257,16.6,63,0,93,10,42
5:04,1.262,16.42,62,0,92,10,42
5:05,1.2651,16.42,62,0,92,10,42
5:06,1.2701,16.42,62,0,92,10,42
5:07,1.2751,16.42,62,0,92,10,42
5:08,1.2788,16.42,62,0,92,10,42
5:09,1.2838,16.6,63,0,93,10,42
5:10,1.2887,16.6,63,0,93,10,42
5:11,1.2918,16.78,65,0,94,10,42
5:12,1.2968,16.78,63,0,93,10,42
5:13,1.3018,16.6,63,0,93,10,42
5:14,1.3067,16.6,63,0,93,10,42
5:15,1.3105,16.6,63,0,93,10,42
5:16,1.3154,16.6,63,0,93,10,42
5:17,1.3204,16.6,63,0,93,10,42
5:18,1.3241,16.6,63,0,93,10,42
5:19,1.3291,16.6,63,0,93,10,42
5:20,1.3341,16.6,63,0,93,10,42
5:21,1.3391,16.6,63,0,93,10,42
5:22,1.3428,16.78,65,0,94,10,42
5:23,1.3478,16.78,65,0,94,10,42
5:24,1.3527,17.14,73,0,101,10,42
5:25,1.3565,19.28,83,0,110,10,42
5:26,1.362,19.81,84,0,111,10,42
5:27,1.3683,19.81,84,0,111,10,42
5:28,1.372,19.63,83,0,110,10,42
5:29,1.3776,19.63,84,0,111,10,42
5:30,1.3838,19.81,84,0,111,10,42
5:31,1.3881,19.81,84,0,111,10,42
5:32,1.3937,19.81,84,0,111,10,42
5:33,1.3999,19.81,84,0,111,10,42
5:34,1.4062,19.81,84,0,111,10,42
5:35,1.4099,19.81,84,0,111,10,42
5:36,1.4155,19.63,83,0,110,10,42
5:37,1.4217,19.63,83,0,110,10,42
5:38,1.4279,19.63,83,0,110,10,42
5:39,1.4316,19.63,83,0,110,10,42
5:40,1.4379,19.81,84,0,111,10,42
5:41,1.4441,19.81,84,0,111,10,42
5:42,1.4478,19.63,83,0,110,10,42
5:43,1.4534,19.63,83,0,110,10,42
5:44,1.4596,19.63,83,0,110,10,42
5:45,1.464,19.63,83,0,110,10,42
5:46,1.4695,19.63,83,0,110,10,42
5:47,1.4758,19.63,83,0,110,10,42
5:48,1.482,19.63,83,0,110,10,42
5:49,1.4857,19.63,83,0,110,10,42
5:50,1.4913,19.63,84,0,111,10,42
5:51,1.4969,19.81,83,0,110,10,42
5:52,1.5012,19.63,80,0,107,10,42
5:53,1.5062,18.73,73,0,101,10,42
5:54,1.5106,17.31,66,0,95,10,42
5:55,1.5137,16.24,60,0,90,10,42
5:56,1.5174,15.88,57,0,87,10,42
5:57,1.5211,15.35,54,0,85,10,42
5:58,1.5255,15.35,54,0,85,10,42
5:59,1.5304,15.35,54,0,85,10,42
6:00,1.5348,15.35,55,0,86,10,42
6:01,1.5373,15.53,57,0,87,10,42
6:02,1.5422,15.53,57,0,87,10,42
6:03,1.5466,15.53,57,0,87,10,42
6:04,1.5497,15.53,57,0,87,10,42
6:05,1.5547,15.53,57,0,87,10,42
6:06,1.5596,15.53,57,0,87,10,42
6:07,1.564,15.53,57,0,87,10,42
6:08,1.5677,15.53,58,0,88,10,42
6:09,1.5721,15.71,59,0,89,10,42
6:10,1.577,16.6,74,0,102,10,42
6:11,1.5808,18.92,83,0,110,10,42
6:12,1.5864,19.81,84,0,111,10,42
6:13,1.5926,19.81,83,0,110,10,42
6:14,1.5963,19.63,83,0,110,10,42
6:15,1.6025,19.63,83,0,110,10,42
6:16,1.6081,19.81,85,0,112,10,42
6:17,1.6118,19.99,84,0,111,10,42
6:18,1.6174,19.63,83,0,110,10,42
6:19,1.6236,19.63,83,0,110,10,42
6:20,1.6274,19.63,84,0,111,10,42
6:21,1.633,19.81,84,0,111,10,42
6:22,1.6392,19.81,84,0,111,10,42
6:23,1.6429,19.81,85,0,112,10,42
6:24,1.6491,19.99,85,0,112,10,42
6:25,1.6553,19.99,85,0,112,10,42
6:26,1.6609,19.99,85,0,112,10,42
6:27,1.6653,19.99,85,0,112,10,42
6:28,1.6715,19.99,85,0,112,10,42
6:29,1.6777,19.99,85,0,112,10,42
6:30,1.6814,19.81,84,0,111,10,42
6:31,1.6876,19.81,84,0,111,10,42
6:32,1.6932,19.99,85,0,112,10,42
6:33,1.6988,20.17,88,0,114,10,42
6:34,1.7032,20.34,86,0,113,10,42
6:35,1.7094,20.17,85,0,112,10,42
6:36,1.715,19.99,84,0,111,10,42
6:37,1.7187,19.81,83,0,110,10,42
6:38,1.7243,19.56,93,0,105,11,46
6:39,1.728,18.62,83,0,98,11,46
6:40,1.7324,17.51,75,0,92,11,46
6:41,1.7367,16.2,67,0,86,11,46
6:42,1.7398,15.64,62,0,82,11,46
6:43,1.7436,15.08,59,0,80,11,46
6:44,1.7473,14.34,48,0,71,11,46
6:45,1.7492,13.04,48,0,71,11,46
6:46,1.7523,13.78,53,0,75,11,46
6:47,1.7566,14.15,56,0,78,11,46
6:48,1.7597,14.9,60,0,81,11,46
6:49,1.7641,15.45,63,0,83,11,46
6:50,1.7678,15.64,64,0,84,11,46
6:51,1.7715,15.64,66,0,85,11,46
6:52,1.7759,15.83,66,0,85,11,46
6:53,1.7808,15.83,66,0,85,11,46
6:54,1.784,16.01,71,0,89,11,46
6:55,1.7883,18.06,93,0,105,11,46
6:56,1.7945,19.93,95,0,107,11,46
6:57,1.7982,19.93,97,0,108,11,46
6:58,1.8045,20.11,98,0,109,11,46
6:59,1.8107,20.49,99,0,110,11,46
7:00,1.815,20.49,101,0,111,11,46
7:01,1.8212,20.67,101,0,111,11,46
7:02,1.8275,20.67,101,0,111,11,46
7:03,1.8312,20.67,101,0,111,11,46
7:04,1.838,20.67,101,0,111,11,46
7:05,1.8442,20.67,99,0,110,11,46
7:06,1.8504,20.49,99,0,110,11,46
7:07,1.8548,20.49,99,0,110,11,46
7:08,1.8604,20.3,98,0,109,11,46
7:09,1.8666,20.3,98,0,109,11,46
7:10,1.8709,20.3,97,0,108,11,46
7:11,1.8765,20.3,98,0,109,11,46
7:12,1.8821,20.3,99,0,110,11,46
7:13,1.8865,20.49,101,0,111,11,46
7:14,1.8927,20.67,101,0,111,11,46
7:15,1.8995,20.67,101,0,111,11,46
7:16,1.9057,20.67,101,0,111,11,46
7:17,1.9095,20.67,101,0,111,11,46
7:18,1.9163,20.67,101,0,111,11,46
7:19,1.9225,20.67,101,0,111,11,46
7:20,1.9269,20.49,99,0,110,11,46
7:21,1.9325,20.3,98,0,109,11,46
7:22,1.9387,19.93,95,0,107,11,46
7:23,1.9424,19.75,87,0,101,11,46
7:24,1.9474,18.06,78,0,94,11,46
7:25,1.9517,16.76,71,0,89,11,46
7:26,1.9548,15.83,64,0,84,11,46
7:27,1.9592,15.45,62,0,82,11,46
7:28,1.9635,15.45,60,0,81,11,46
7:29,1.9666,15.08,60,0,81,11,46
7:30,1.971,15.08,62,0,82,11,46
7:31,1.976,15.27,62,0,82,11,46
7:32,1.9791,15.27,62,0,82,11,46
7:33,1.9834,15.27,62,0,82,11,46
7:34,1.9871,15.08,62,0,82,11,46
7:35,1.9921,15.27,62,0,82,11,46
7:36,1.9952,15.27,62,0,82,11,46
7:37,2.0002,15.27,62,0,82,11,46
7:38,2.0045,15.27,62,0,82,11,46
7:39,2.0076,15.27,62,0,82,11,46
7:40,2.0126,15.27,62,0,82,11,46
7:41,2.017,15.27,62,0,82,11,46
7:42,2.0219,15.27,62,0,82,11,46
7:43,2.025,15.27,62,0,82,11,46
7:44,2.0294,15.27,62,0,82,11,46
7:45,2.0337,15.45,63,0,83,11,46
7:46,2.0369,15.45,63,0,83,11,46
7:47,2.0418,15.45,62,0,82,11,46
7:48,2.0456,15.27,60,0,81,11,46
7:49,2.0499,15.08,59,0,80,11,46
7:50,2.053,15.08,60,0,81,11,46
7:51,2.058,15.08,60,0,81,11,46
7:52,2.0605,15.27,62,0,82,11,46
7:53,2.0654,15.27,62,0,82,11,46
7:54,2.0704,15.27,62,0,82,11,46
7:55,2.0748,15.27,62,0,82,11,46
7:56,2.0779,15.27,62,0,82,11,46
7:57,2.0828,15.27,62,0,82,11,46
7:58,2.0866,15.08,60,0,81,11,46
7:59,2.0897,15.27,62,0,82,11,46
8:00,2.094,15.27,62,0,82,11,46
8:01,2.099,15.27,62,0,82,11,46
8:02,2.1033,15.27,62,0,82,11,46
8:03,2.1064,15.27,62,0,82,11,46
8:04,2.1114,15.27,62,0,82,11,46
8:05,2.1158,15.27,62,0,82,11,46
8:06,2.1189,16.16,74,0,83,12,50
8:07,2.1238,16.93,90,0,83,13,54
8:08,2.1288,16.73,88,0,82,13,54
8:09,2.1319,16.52,88,0,82,13,54
8:10,2.1369,16.73,88,0,82,13,54
8:11,2.1419,16.73,88,0,82,13,54
8:12,2.145,16.93,90,0,83,13,54
8:13,2.1499,17.14,92,0,84,13,54
8:14,2.1549,17.14,92,0,84,13,54
8:15,2.1586,16.93,90,0,83,13,54
8:16,2.1636,16.93,90,0,83,13,54
8:17,2.1686,16.93,90,0,83,13,54
8:18,2.1736,16.93,92,0,84,13,54
8:19,2.1773,17.14,92,0,84,13,54
8:20,2.1823,17.34,94,0,85,13,54
8:21,2.1878,17.34,94,0,85,13,54
8:22,2.191,17.34,94,0,85,13,54
8:23,2.1965,17.34,94,0,85,13,54
8:24,2.2015,17.14,92,0,84,13,54
8:25,2.2071,17.14,92,0,84,13,54
8:26,2.2108,17.14,94,0,85,13,54
8:27,2.2152,17.54,96,0,86,13,54
8:28,2.2208,17.54,96,0,86,13,54
8:29,2.2239,17.34,94,0,85,13,54
8:30,2.2282,17.14,94,0,85,13,54
8:31,2.2338,17.14,94,0,85,13,54
8:32,2.2388,17.14,94,0,85,13,54
8:33,2.2425,17.14,94,0,85,13,54
8:34,2.2475,17.14,94,0,85,13,54
8:35,2.2531,17.14,94,0,85,13,54
8:36,2.2568,17.14,94,0,85,13,54
8:37,2.2618,17.34,94,0,85,13,54
8:38,2.2674,17.34,94,0,85,13,54
8:39,2.2705,17.34,94,0,85,13,54
8:40,2.2761,17.34,94,0,85,13,54
8:41,2.2817,17.34,94,0,85,13,54
8:42,2.2866,17.34,94,0,85,13,54
8:43,2.2898,17.34,94,0,85,13,54
8:44,2.2947,17.34,94,0,85,13,54
8:45,2.3003,17.34,94,0,85,13,54
8:46,2.3034,17.54,96,0,86,13,54
8:47,2.3084,17.54,94,0,85,13,54
8:48,2.314,17.34,94,0,85,13,54
8:49,2.3177,17.34,94,0,85,13,54
8:50,2.3227,17.34,94,0,85,13,54
8:51,2.3283,17.34,94,0,85,13,54
8:52,2.3332,17.34,94,0,85,13,54
8:53,2.337,17.34,94,0,85,13,54
8:54,2.3426,17.34,94,0,85,13,54
8:55,2.3475,17.54,96,0,86,13,54
8:56,2.3513,17.54,96,0,86,13,54
8:57,2.3569,17.54,96,0,86,13,54
8:58,2.3618,17.54,96,0,86,13,54
8:59,2.3656,17.75,98,0,87,13,54
9:00,2.3712,17.75,98,0,87,13,54
9:01,2.3755,17.75,96,0,86,13,54
9:02,2.3811,17.54,96,0,86,13,54
9:03,2.3848,17.54,96,0,86,13,54
9:04,2.3904,17.54,96,0,86,13,54
9:05,2.3954,17.54,96,0,86,13,54
9:06,2.401,17.54,96,0,86,13,54
9:07,2.4041,17.54,98,0,87,13,54
9:08,2.4091,18.63,119,0,86,14,58
9:09,2.4153,18.42,119,0,86,14,58
9:10,2.419,18.42,117,0,85,14,58
9:11,2.424,18.21,115,0,84,14,58
9:12,2.4296,17.99,117,0,85,14,58
9:13,2.4333,18.21,117,0,85,14,58
9:14,2.4389,18.21,115,0,84,14,58
9:15,2.4445,17.99,115,0,84,14,58
9:16,2.4482,17.99,115,0,84,14,58
9:17,2.4538,17.99,115,0,84,14,58
9:18,2.4594,18.21,117,0,85,14,58
9:19,2.465,18.21,117,0,85,14,58
9:20,2.4687,18.21,119,0,86,14,58
9:21,2.4743,18.42,119,0,86,14,58
9:22,2.4793,18.42,122,0,87,14,58
9:23,2.4836,18.63,119,0,86,14,58
9:24,2.4886,18.42,119,0,86,14,58
9:25,2.4942,18.21,117,0,85,14,58
9:26,2.4998,18.21,117,0,85,14,58
9:27,2.5035,18.21,117,0,85,14,58
9:28,2.5091,18.21,117,0,85,14,58
9:29,2.5147,18.21,117,0,85,14,58
9:30,2.5184,18.21,115,0,84,14,58
9:31,2.5234,17.99,115,0,84,14,58
9:32,2.529,18.21,117,0,85,14,58
9:33,2.5327,18.21,117,0,85,14,58
9:34,2.5383,18.21,117,0,85,14,58
9:35,2.5439,18.21,117,0,85,14,58
9:36,2.5495,18.42,119,0,86,14,58
9:37,2.5532,18.42,119,0,86,14,58
9:38,2.5588,18.42,119,0,86,14,58
9:39,2.5644,18.42,119,0,86,14,58
9:40,2.5681,18.42,119,0,86,14,58
9:41,2.5737,18.42,119,0,86,14,58
9:42,2.5793,18.42,119,0,86,14,58
9:43,2.5849,18.42,119,0,86,14,58
9:44,2.5886,18.42,119,0,86,14,58
9:45,2.5942,18.42,119,0,86,14,58
9:46,2.5998,18.42,119,0,86,14,58
9:47,2.6035,18.63,122,0,87,14,58
9:48,2.6098,18.63,122,0,87,14,58
9:49,2.6154,18.63,122,0,87,14,58
9:50,2.6209,18.63,122,0,87,14,58
9:51,2.6247,18.63,122,0,87,14,58
9:52,2.6303,18.63,122,0,87,14,58
9:53,2.6359,18.63,122,0,87,14,58
9:54,2.6396,18.63,122,0,87,14,58
9:55,2.6452,18.63,119,0,86,14,58
9:56,2.6508,18.42,119,0,86,14,58
9:57,2.6564,18.42,119,0,86,14,58
9:58,2.6601,18.42,119,0,86,14,58
9:59,2.6657,18.42,119,0,86,14,58
10:00,2.6713,18.42,119,0,86,14,58
10:01,2.675,18.42,117,0,85,14,58
10:02,2.6806,18.21,117,0,85,14,58
10:03,2.6862,18.21,117,0,85,14,58
10:04,2.6912,18.21,119,0,86,14,58
10:05,2.6955,18.42,117,0,85,14,58
